season,round,driver,driver_points_after_race,driver_wins_after_race,driver_standings_pos_after_race,driver_points,driver_wins,driver_standings_pos
2016,20,alonso,53.0,0,10,52.0,0.0,10.0
2016,20,massa,51.0,0,11,51.0,0.0,11.0
2016,20,sainz,46.0,0,12,38.0,0.0,12.0
2016,20,grosjean,29.0,0,13,29.0,0.0,13.0
2016,20,kvyat,25.0,0,14,25.0,0.0,14.0
2016,20,button,21.0,0,15,21.0,0.0,15.0
2016,20,kevin_magnussen,7.0,0,16,7.0,0.0,16.0
2016,20,nasr,2.0,0,17,0.0,0.0,22.0
2016,20,jolyon_palmer,1.0,0,18,1.0,0.0,17.0
2016,20,wehrlein,1.0,0,19,1.0,0.0,18.0
2016,20,vandoorne,1.0,0,20,1.0,0.0,19.0
2016,20,gutierrez,0.0,0,21,0.0,0.0,20.0
2016,20,ericsson,0.0,0,22,0.0,0.0,21.0
2016,20,ocon,0.0,0,23,0.0,0.0,24.0
2016,20,haryanto,0.0,0,24,0.0,0.0,23.0
2016,21,rosberg,385.0,9,1,367.0,9.0,1.0
2016,21,hamilton,380.0,10,2,355.0,9.0,2.0
2016,21,ricciardo,256.0,1,3,246.0,1.0,3.0
2016,21,vettel,212.0,0,4,197.0,0.0,4.0
2016,21,max_verstappen,204.0,1,5,192.0,1.0,5.0
2016,21,raikkonen,186.0,0,6,178.0,0.0,6.0
2016,21,perez,101.0,0,7,97.0,0.0,7.0
2016,21,bottas,85.0,0,8,85.0,0.0,8.0
2016,21,hulkenberg,72.0,0,9,66.0,0.0,9.0
2016,21,alonso,54.0,0,10,53.0,0.0,10.0
2016,21,massa,53.0,0,11,51.0,0.0,11.0
2016,21,sainz,46.0,0,12,46.0,0.0,12.0
2016,21,grosjean,29.0,0,13,29.0,0.0,13.0
2016,21,kvyat,25.0,0,14,25.0,0.0,14.0
2016,21,button,21.0,0,15,21.0,0.0,15.0
2016,21,kevin_magnussen,7.0,0,16,7.0,0.0,16.0
2016,21,nasr,2.0,0,17,2.0,0.0,17.0
2016,21,jolyon_palmer,1.0,0,18,1.0,0.0,18.0
2016,21,wehrlein,1.0,0,19,1.0,0.0,19.0
2016,21,vandoorne,1.0,0,20,1.0,0.0,20.0
2016,21,gutierrez,0.0,0,21,0.0,0.0,21.0
2016,21,ericsson,0.0,0,22,0.0,0.0,22.0
2016,21,ocon,0.0,0,23,0.0,0.0,23.0
2016,21,haryanto,0.0,0,24,0.0,0.0,24.0
2017,1,vettel,25.0,1,1,0.0,0.0,0.0
2017,1,hamilton,18.0,0,2,0.0,0.0,0.0
2017,1,bottas,15.0,0,3,0.0,0.0,0.0
2017,1,raikkonen,12.0,0,4,0.0,0.0,0.0
2017,1,max_verstappen,10.0,0,5,0.0,0.0,0.0
2017,1,massa,8.0,0,6,0.0,0.0,0.0
2017,1,perez,6.0,0,7,0.0,0.0,0.0
2017,1,sainz,4.0,0,8,0.0,0.0,0.0
2017,1,kvyat,2.0,0,9,0.0,0.0,0.0
2017,1,ocon,1.0,0,10,0.0,0.0,0.0
2017,1,hulkenberg,0.0,0,11,0.0,0.0,0.0
2017,1,giovinazzi,0.0,0,12,0.0,0.0,0.0
2017,1,vandoorne,0.0,0,13,0.0,0.0,0.0
2017,1,alonso,0.0,0,14,0.0,0.0,0.0
2017,1,kevin_magnussen,0.0,0,15,0.0,0.0,0.0
2017,1,stroll,0.0,0,16,0.0,0.0,0.0
2017,1,ricciardo,0.0,0,17,0.0,0.0,0.0
2017,1,ericsson,0.0,0,18,0.0,0.0,0.0
2017,1,jolyon_palmer,0.0,0,19,0.0,0.0,0.0
2017,1,grosjean,0.0,0,20,0.0,0.0,0.0
2017,2,vettel,43.0,1,1,25.0,1.0,1.0
2017,2,hamilton,43.0,1,2,18.0,0.0,2.0
2017,2,max_verstappen,25.0,0,3,10.0,0.0,5.0
2017,2,bottas,23.0,0,4,15.0,0.0,3.0
2017,2,raikkonen,22.0,0,5,12.0,0.0,4.0
2017,2,ricciardo,12.0,0,6,0.0,0.0,17.0
2017,2,sainz,10.0,0,7,4.0,0.0,8.0
2017,2,massa,8.0,0,8,8.0,0.0,6.0
2017,2,perez,8.0,0,9,6.0,0.0,7.0
2017,2,kevin_magnussen,4.0,0,10,0.0,0.0,15.0
2017,2,kvyat,2.0,0,11,2.0,0.0,9.0
2017,2,ocon,2.0,0,12,1.0,0.0,10.0
2017,2,hulkenberg,0.0,0,13,0.0,0.0,11.0
2017,2,grosjean,0.0,0,14,0.0,0.0,20.0
2017,2,giovinazzi,0.0,0,15,0.0,0.0,12.0
2017,2,vandoorne,0.0,0,16,0.0,0.0,13.0
2017,2,jolyon_palmer,0.0,0,17,0.0,0.0,19.0
2017,2,ericsson,0.0,0,18,0.0,0.0,18.0
2017,2,alonso,0.0,0,19,0.0,0.0,14.0
2017,2,stroll,0.0,0,20,0.0,0.0,16.0
2017,3,vettel,68.0,2,1,43.0,1.0,1.0
2017,3,hamilton,61.0,1,2,43.0,1.0,2.0
2017,3,bottas,38.0,0,3,23.0,0.0,4.0
2017,3,raikkonen,34.0,0,4,22.0,0.0,5.0
2017,3,max_verstappen,25.0,0,5,25.0,0.0,3.0
2017,3,ricciardo,22.0,0,6,12.0,0.0,6.0
2017,3,massa,16.0,0,7,8.0,0.0,8.0
2017,3,perez,14.0,0,8,8.0,0.0,9.0
2017,3,sainz,10.0,0,9,10.0,0.0,7.0
2017,3,grosjean,4.0,0,10,0.0,0.0,14.0
2017,3,kevin_magnussen,4.0,0,11,4.0,0.0,10.0
2017,3,ocon,3.0,0,12,2.0,0.0,12.0
2017,3,hulkenberg,2.0,0,13,0.0,0.0,13.0
2017,3,kvyat,2.0,0,14,2.0,0.0,11.0
2017,3,wehrlein,0.0,0,15,0.0,0.0,0.0
2017,3,giovinazzi,0.0,0,16,0.0,0.0,15.0
2017,3,jolyon_palmer,0.0,0,17,0.0,0.0,17.0
2017,3,vandoorne,0.0,0,18,0.0,0.0,16.0
2017,3,alonso,0.0,0,19,0.0,0.0,19.0
2017,3,ericsson,0.0,0,20,0.0,0.0,18.0
2017,3,stroll,0.0,0,21,0.0,0.0,20.0
2017,4,vettel,86.0,2,1,68.0,2.0,1.0
2017,4,hamilton,73.0,1,2,61.0,1.0,2.0
2017,4,bottas,63.0,1,3,38.0,0.0,3.0
2017,4,raikkonen,49.0,0,4,34.0,0.0,4.0
2017,4,max_verstappen,35.0,0,5,25.0,0.0,5.0
2017,4,ricciardo,22.0,0,6,22.0,0.0,6.0
2017,4,perez,22.0,0,7,14.0,0.0,8.0
2017,4,massa,18.0,0,8,16.0,0.0,7.0
2017,4,sainz,11.0,0,9,10.0,0.0,9.0
2017,4,ocon,9.0,0,10,3.0,0.0,12.0
2017,4,hulkenberg,6.0,0,11,2.0,0.0,13.0
2017,4,grosjean,4.0,0,12,4.0,0.0,10.0
2017,4,kevin_magnussen,4.0,0,13,4.0,0.0,11.0
2017,4,kvyat,2.0,0,14,2.0,0.0,14.0
2017,4,wehrlein,0.0,0,15,0.0,0.0,15.0
2017,4,stroll,0.0,0,16,0.0,0.0,21.0
2017,4,giovinazzi,0.0,0,17,0.0,0.0,16.0
2017,4,jolyon_palmer,0.0,0,18,0.0,0.0,17.0
2017,4,vandoorne,0.0,0,19,0.0,0.0,18.0
2017,4,alonso,0.0,0,20,0.0,0.0,19.0
2017,4,ericsson,0.0,0,21,0.0,0.0,20.0
2017,5,vettel,104.0,2,1,86.0,2.0,1.0
2017,5,hamilton,98.0,2,2,73.0,1.0,2.0
2017,5,bottas,63.0,1,3,63.0,1.0,3.0
2017,5,raikkonen,49.0,0,4,49.0,0.0,4.0
2017,5,ricciardo,37.0,0,5,22.0,0.0,6.0
2017,5,max_verstappen,35.0,0,6,35.0,0.0,5.0
2017,5,perez,34.0,0,7,22.0,0.0,7.0
2017,5,ocon,19.0,0,8,9.0,0.0,10.0
2017,5,massa,18.0,0,9,18.0,0.0,8.0
2017,5,sainz,17.0,0,10,11.0,0.0,9.0
2017,5,hulkenberg,14.0,0,11,6.0,0.0,11.0
2017,5,grosjean,5.0,0,12,4.0,0.0,12.0
2017,5,wehrlein,4.0,0,13,0.0,0.0,15.0
2017,5,kevin_magnussen,4.0,0,14,4.0,0.0,13.0
2017,5,kvyat,4.0,0,15,2.0,0.0,14.0
2017,5,ericsson,0.0,0,16,0.0,0.0,21.0
2017,5,stroll,0.0,0,17,0.0,0.0,16.0
